0.603411,-0.544412,-0.748707
0.603381,-0.544384,-0.633097
0.603381,-0.544384,-0.518570
0.603165,-0.544262,-0.407264
0.602636,-0.544033,-0.304548
0.602287,-0.543923,-0.216442
0.602206,-0.543906,-0.148568
0.602492,-0.543948,-0.104565
0.603026,-0.544004,-0.081768
0.616305,-0.545093,-0.088105
0.637882,-0.546999,-0.097114
0.664581,-0.549600,-0.105127
0.687150,-0.551981,-0.108306
0.709796,-0.554443,-0.108306
0.732385,-0.556900,-0.107777
0.755981,-0.559452,-0.109367
0.780700,-0.562167,-0.110935
0.806099,-0.564996,-0.112526
0.831727,-0.567892,-0.113056
0.857056,-0.570768,-0.116235
0.882807,-0.573775,-0.118824
0.908332,-0.576822,-0.123594
0.933557,-0.579956,-0.124654
0.958000,-0.583018,-0.124124
0.980907,-0.585876,-0.120992
1.002908,-0.588551,-0.117281
1.023156,-0.590937,-0.110920
1.041513,-0.592982,-0.104731
1.058259,-0.594742,-0.098371
1.073606,-0.596256,-0.092016
1.087437,-0.597533,-0.087891
1.099933,-0.598634,-0.085771
1.111241,-0.599606,-0.085241
1.121683,-0.600498,-0.084181
1.131161,-0.601298,-0.083661
1.139796,-0.602022,-0.083661
1.146989,-0.602625,-0.084147
1.154225,-0.603236,-0.085207
1.156355,-0.603418,-0.085207
1.157382,-0.603505,-0.031718
1.158578,-0.603543,0.056795
1.159196,-0.603508,0.166531
1.158407,-0.603641,0.281660
1.158090,-0.603733,0.396085
1.158090,-0.603733,0.512658
1.158019,-0.603772,0.629553
1.157953,-0.603821,0.747249
1.157922,-0.603849,0.864395
1.157922,-0.603849,0.978806
1.157922,-0.603849,1.091393
1.157865,-0.603959,1.204334
1.157851,-0.603998,1.314029
1.157861,-0.603958,1.408926
1.157868,-0.603917,1.477007
1.157852,-0.604081,1.511987
1.157838,-0.604329,1.521527
1.158466,-0.591589,1.504032
1.159875,-0.570507,1.498303
1.161491,-0.548256,1.497773
1.163099,-0.526283,1.498833
1.164775,-0.503028,1.498292
1.166424,-0.480320,1.498820
1.168092,-0.457193,1.503060
1.169686,-0.433691,1.509948
1.171199,-0.408857,1.515777
1.172589,-0.383617,1.522040
1.173842,-0.357936,1.525751
1.174995,-0.332359,1.526812
1.176139,-0.306366,1.528400
1.177234,-0.280563,1.529457
1.178301,-0.254765,1.528397
1.179407,-0.228704,1.527337
1.180534,-0.202775,1.527867
1.181656,-0.176657,1.527867
1.182787,-0.150342,1.527867
1.183908,-0.124242,1.526277
1.185078,-0.097975,1.526807
1.186229,-0.071835,1.525747
1.187403,-0.045784,1.525219
1.188604,-0.019446,1.523630
1.189838,0.006693,1.523630
1.191072,0.032831,1.524690
1.192285,0.059129,1.525730
1.193465,0.085291,1.524141
1.194695,0.111637,1.525731
1.195864,0.137564,1.525731
1.197037,0.163575,1.525201
1.198235,0.189822,1.523612
1.199474,0.216077,1.523082
1.200717,0.242108,1.522560
1.201985,0.268369,1.522030
1.203265,0.294596,1.520969
1.204559,0.320551,1.523089
1.205753,0.345546,1.522561
1.206885,0.369000,1.523091
1.207954,0.391389,1.523621
1.208931,0.412086,1.523621
1.209814,0.430792,1.524662
1.210595,0.447696,1.524662
1.211306,0.463117,1.524662
1.211950,0.477057,1.523602
1.212544,0.489625,1.522545
1.213099,0.501117,1.520957
1.213617,0.511504,1.519896
1.214104,0.521066,1.519896
1.214548,0.529787,1.519380
1.214960,0.537781,1.518320
1.215340,0.545032,1.517260
1.215444,0.546970,1.517260
1.215505,0.548109,1.466234
1.215656,0.549545,1.379858
1.215703,0.549788,1.269608
1.215535,0.549247,1.155261
1.215518,0.549210,1.039178
1.215434,0.549067,0.922583
1.215385,0.549002,0.805941
1.215299,0.548913,0.688136
1.215204,0.548834,0.572119
1.215030,0.548722,0.455007
1.214808,0.548614,0.337363
1.214655,0.548560,0.229960
1.214574,0.548541,0.146209
1.214697,0.548559,0.089518
1.214902,0.548577,0.058248
1.227999,0.549341,0.046099
1.234347,0.549634,0.059879
1.235460,0.549701,0.075256
1.236858,0.549806,0.095387
1.250766,0.551137,0.099560
1.271960,0.553254,0.099560
1.294514,0.555507,0.100090
1.316962,0.557761,0.099560
1.339749,0.560037,0.100090
1.364896,0.562563,0.097755
1.388184,0.564846,0.097755
1.412500,0.567231,0.098815
1.437781,0.569737,0.098815
1.463484,0.572285,0.099336
1.489237,0.574852,0.100926
1.514905,0.577452,0.101456
1.540645,0.580072,0.100401
1.565304,0.582556,0.099872
1.588632,0.584894,0.101992
1.610426,0.587124,0.103582
1.631256,0.589290,0.106697
1.649887,0.591285,0.107758
1.666946,0.593130,0.109877
1.682406,0.594836,0.110393
1.696393,0.596386,0.113043
1.709149,0.597835,0.112513
1.720753,0.599146,0.111983
1.731243,0.600325,0.111983
1.740796,0.601400,0.111453
1.749492,0.602373,0.110393
1.757490,0.603259,0.108803
1.764760,0.604053,0.107747
1.766892,0.604284,0.107747
1.767835,0.604386,0.054212
1.769205,0.604460,-0.026854
1.770220,0.604433,-0.136843
1.769279,0.604563,-0.249779
1.769319,0.604553,-0.366841
1.769088,0.604641,-0.484434
1.769015,0.604680,-0.603873
1.768981,0.604703,-0.719970
1.768826,0.604839,-0.838216
1.768633,0.605054,-0.955288
1.768517,0.605218,-1.073427
1.768418,0.605399,-1.192675
1.768312,0.605668,-1.308770
1.768259,0.605863,-1.409957
1.768266,0.605822,-1.487840
1.768252,0.605987,-1.542981
1.768257,0.605822,-1.570539
1.768260,0.592782,-1.586712
1.768159,0.586393,-1.573475
1.768155,0.585155,-1.556515
1.768177,0.583628,-1.533721
1.768206,0.582847,-1.517336
1.768912,0.569659,-1.525817
1.769879,0.548168,-1.530052
1.770793,0.525741,-1.530052
1.771691,0.503725,-1.528522
1.772622,0.481714,-1.528522
1.773579,0.459080,-1.529052
1.774564,0.435512,-1.527993
1.775627,0.410692,-1.526940
1.776736,0.385417,-1.523229
1.777949,0.359937,-1.521109
1.779243,0.333916,-1.518457
1.780598,0.308059,-1.515280
1.782040,0.282106,-1.515280
1.783485,0.256103,-1.515810
1.784925,0.229936,-1.515280
1.786385,0.203668,-1.516828
1.787791,0.177639,-1.516828
1.789203,0.151512,-1.516828
1.790625,0.125179,-1.517358
1.792020,0.099092,-1.516836
1.793432,0.072966,-1.516836
1.794846,0.046778,-1.517895
1.796231,0.020621,-1.517374
1.797634,-0.005619,-1.518963
1.798984,-0.031626,-1.519493
1.800317,-0.057598,-1.519493
1.801664,-0.083826,-1.520534
1.802982,-0.110026,-1.520534
1.804349,-0.137213,-1.519980
1.805676,-0.163288,-1.520510
1.806993,-0.189467,-1.519981
1.808322,-0.215585,-1.521041
1.809617,-0.241600,-1.522632
1.810867,-0.267528,-1.523162
1.812119,-0.293785,-1.523683
1.813337,-0.319632,-1.524213
1.814500,-0.344582,-1.524213
1.815591,-0.367991,-1.521034
1.816693,-0.390103,-1.517863
1.817800,-0.410996,-1.514153
1.818855,-0.429602,-1.510975
1.819876,-0.446646,-1.507797
1.820849,-0.462072,-1.505708
1.821761,-0.476076,-1.503587
1.822621,-0.488842,-1.502527
1.823411,-0.500396,-1.501997
1.824131,-0.510848,-1.501997
1.824786,-0.520355,-1.501468
1.825395,-0.529123,-1.501998
1.825942,-0.537066,-1.502527
1.826441,-0.544353,-1.503046
1.826558,-0.546082,-1.501986
1.826648,-0.547383,-1.448678
1.826761,-0.548307,-1.362932
1.826744,-0.548226,-1.258009
1.826465,-0.547363,-1.146735
1.826397,-0.547212,-1.033286
1.826272,-0.547003,-0.915529
1.826197,-0.546905,-0.798383
1.826139,-0.546846,-0.680736
1.826011,-0.546742,-0.565285
1.825941,-0.546698,-0.451323
1.825830,-0.546644,-0.335234
1.825830,-0.546644,-0.232398
1.825830,-0.546644,-0.151831
1.826034,-0.546675,-0.100438
1.826238,-0.546696,-0.074648
1.839325,-0.547674,-0.078888
1.860878,-0.549378,-0.083128
1.883604,-0.551272,-0.087894
1.906071,-0.553251,-0.090542
1.928838,-0.555318,-0.095219
1.951558,-0.557488,-0.101050
1.975084,-0.559874,-0.107334
1.999665,-0.562522,-0.114225
2.024744,-0.565400,-0.115285
2.051426,-0.568489,-0.115823
2.077319,-0.571502,-0.114763
2.103351,-0.574503,-0.113173
2.129453,-0.577469,-0.111584
2.155100,-0.580343,-0.109526
2.179947,-0.583075,-0.106347
2.203124,-0.585549,-0.104757
2.225054,-0.587855,-0.104236
2.245477,-0.589992,-0.101058
2.263957,-0.591866,-0.097877
2.280757,-0.593515,-0.096287
2.296036,-0.594991,-0.094201
2.309804,-0.596292,-0.093671
2.322366,-0.597472,-0.093671
2.333789,-0.598545,-0.094731
2.344148,-0.599529,-0.094202
2.353601,-0.600423,-0.095263
2.362270,-0.601251,-0.096853
2.370110,-0.602013,-0.097383
2.372532,-0.602249,-0.098425
2.373682,-0.602363,-0.044369
2.375002,-0.602421,0.043653
2.376238,-0.602367,0.156000
2.375670,-0.602457,0.272124
2.375272,-0.602568,0.389834
2.375705,-0.602390,0.520733
2.375597,-0.602452,0.636819
2.375435,-0.602572,0.748747
2.375314,-0.602684,0.859953
2.375368,-0.602622,0.974460
2.375460,-0.602485,1.091087
2.375536,-0.602339,1.208484
2.375580,-0.602223,1.318166
2.375653,-0.601944,1.405561
2.375659,-0.601903,1.458055
2.375659,-0.601903,1.484764
2.376791,-0.588781,1.478931
2.378798,-0.566999,1.471510
2.381084,-0.544047,1.464208
2.383507,-0.521399,1.459968
2.386055,-0.498507,1.457848
2.388627,-0.475828,1.459438
2.391278,-0.452125,1.458378
2.394082,-0.427288,1.460497
2.396911,-0.401743,1.462087
2.399731,-0.375900,1.462087
2.402584,-0.349766,1.463677
2.405387,-0.323692,1.464202
2.408188,-0.297518,1.467382
2.410553,-0.274729,1.468328
2.413027,-0.250676,1.469360
2.415370,-0.227653,1.470949
2.417541,-0.205986,1.472008
2.419482,-0.186400,1.472538
2.421233,-0.168636,1.472538
2.422828,-0.152457,1.472538
2.424277,-0.137756,1.472538
2.425596,-0.124377,1.471479
2.426805,-0.112242,1.471479
2.427898,-0.101276,1.470949
2.428902,-0.091255,1.467768
2.429835,-0.082225,1.465648
2.430706,-0.073975,1.463538
2.431514,-0.066467,1.461949
2.431756,-0.064252,1.461949
2.431882,-0.063103,1.407894
2.432115,-0.061682,1.320530
2.432381,-0.060643,1.210356
2.432104,-0.061377,1.097443
2.432160,-0.061269,0.982253
2.432183,-0.061234,0.865069
2.432290,-0.061108,0.747344
2.432350,-0.061052,0.629723
2.432383,-0.061029,0.512196
2.432564,-0.060927,0.393577
2.432678,-0.060880,0.280713
2.432794,-0.060846,0.183928
2.432997,-0.060809,0.113495
2.433284,-0.060776,0.070566
2.446619,-0.059833,0.052548
2.467819,-0.058718,0.048898
2.474578,-0.058387,0.053138
2.475731,-0.058326,0.070089
2.477048,-0.058234,0.087043
2.478482,-0.058108,0.105542
2.493133,-0.056556,0.109252
2.514346,-0.054230,0.106601
2.537275,-0.051776,0.109251
2.560872,-0.049188,0.106645
2.584915,-0.046614,0.107705
2.609374,-0.043969,0.108765
2.633841,-0.041298,0.106117
2.657576,-0.038769,0.114575
2.681642,-0.036000,0.111924
2.705647,-0.033302,0.102908
2.730033,-0.030784,0.092307
2.755154,-0.028458,0.084078
2.779788,-0.026382,0.082488
2.804130,-0.024370,0.084666
2.826216,-0.022495,0.087317
2.847022,-0.020674,0.090460
2.866307,-0.018924,0.097238
2.883721,-0.017226,0.101478
2.899537,-0.015615,0.105688
2.913865,-0.014095,0.108339
2.926979,-0.012669,0.110431
2.938745,-0.011364,0.112514
2.949527,-0.010146,0.113044
2.959369,-0.009029,0.111984
2.968270,-0.008028,0.111453
2.976430,-0.007115,0.111973
2.983848,-0.006280,0.111443
2.990696,-0.005514,0.110913
2.996965,-0.004816,0.109365
3.002626,-0.004194,0.108305
3.007672,-0.003646,0.109895
3.012017,-0.003166,0.106717
3.015769,-0.002764,0.099942
3.019177,-0.002423,0.095173
3.022462,-0.002109,0.091993
3.025339,-0.001844,0.087753
3.028003,-0.001609,0.084053
3.030554,-0.001394,0.081933
3.032976,-0.001195,0.081404
3.033675,-0.001138,0.063912
3.034439,-0.001089,0.047878
3.035016,-0.001062,0.030930
3.035841,-0.001036,0.027751
3.036646,-0.001014,0.033964
3.037306,-0.000991,0.040325
3.037554,-0.000982,0.042444
3.037966,-0.000964,0.042444
3.038332,-0.000948,0.042967
3.038744,-0.000931,0.044027
3.039074,-0.000916,0.045087
3.039404,-0.000901,0.045087
3.039691,-0.000888,0.045615
3.040021,-0.000873,0.045615
3.040309,-0.000860,0.047205
3.040763,-0.000839,0.047735
3.041168,-0.000819,0.047735
3.041581,-0.000800,0.049856
3.041993,-0.000779,0.049856
3.042282,-0.000765,0.051446
3.042610,-0.000748,0.051446
3.042857,-0.000735,0.053564
3.043104,-0.000722,0.054624
3.043338,-0.000709,0.054624
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
3.043459,-0.000702,0.054106
